headline,clean,tb_polarity,tb_subjectivity,vader_compound,vader_pos,vader_neg,vader_neu,sentiment
Sachin Tendulkar's Unique IPL Record Remains Unbroken For 18 Years - ABP Live English,Sachin Tendulkar's Unique IPL Record Remains Unbroken For 18 Years - ABP Live English,0.17045454545454544,0.5,0.0,0.0,0.0,1.0,Neutral
Former Rajasthan cricketer predicts tough IPL 2026 for Vaibhav Suryavanshi - Crictoday,Former Rajasthan cricketer predicts tough IPL 2026 for Vaibhav Suryavanshi - Crictoday,-0.19444444444444445,0.4166666666666667,-0.128,0.0,0.12,0.88,Negative
"Vaibhav Sooryavanshi sets eyes on Chris Gayle’s 175-run record, IPL trophy - The Indian Express","Vaibhav Sooryavanshi sets eyes on Chris Gayle’s 175-run record, IPL trophy - The Indian Express",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026 retention: Full list of players retained and released - olympics.com,IPL 2026 retention: Full list of players retained and released - olympics.com,0.35,0.55,0.0258,0.091,0.0,0.909,Neutral
Unsold players in IPL 2026 - olympics.com,Unsold players in IPL 2026 - olympics.com,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
What is the cost of RCB's jersey for IPL 2026? - Khel Now,What is the cost of RCB's jersey for IPL 2026? - Khel Now,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Harbhajan Singh opens up on Mumbai Indians' potential playing XI ahead of IPL 2026 - India TV News,Harbhajan Singh opens up on Mumbai Indians' potential playing XI ahead of IPL 2026 - India TV News,0.0,1.0,0.2023,0.096,0.0,0.904,Positive
Unfit or unfair? Why using Rohit Sharma as an Impact player could backfire for Hardik’s MI? - The Financial Express,Unfit or unfair? Why using Rohit Sharma as an Impact player could backfire for Hardik’s MI? - The Financial Express,-0.25,0.5,-0.5362,0.0,0.154,0.846,Negative
Top 10 players to watch in IPL 2026 season - sportco.io,Top 10 players to watch in IPL 2026 season - sportco.io,0.5,0.5,0.2023,0.153,0.0,0.847,Positive
Suryakumar Yadav: Revisiting his record-breaking run in IPL 2025 - NewsBytes,Suryakumar Yadav: Revisiting his record-breaking run in IPL 2025 - NewsBytes,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Top 5 players with most sixes in IPL history - India TV News,Top 5 players with most sixes in IPL history - India TV News,0.5,0.5,0.2023,0.13,0.0,0.87,Positive
Sachin Tendulkar's unique IPL record remains unbroken for 18 years - MSN,Sachin Tendulkar's unique IPL record remains unbroken for 18 years - MSN,0.375,1.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026 auction players list - olympics.com,IPL 2026 auction players list - olympics.com,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Sherfane Rutherford traded to Mumbai Indians from Gujarat Titans - IPL,Sherfane Rutherford traded to Mumbai Indians from Gujarat Titans - IPL,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Virat Kohli to Sanju Samson: 5 Indian Players who can score Multiple Centuries in IPL 2026 - myKhel,Virat Kohli to Sanju Samson: 5 Indian Players who can score Multiple Centuries in IPL 2026 - myKhel,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
5 Players Who Can Quit After IPL 2026 - NDTV Sports,5 Players Who Can Quit After IPL 2026 - NDTV Sports,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Two T20 World Cup-winning captains but neither will lead MI: Best 11 for Mumbai Indians in IPL 2026 - The Financial Express,Two T20 World Cup-winning captains but neither will lead MI: Best 11 for Mumbai Indians in IPL 2026 - The Financial Express,0.5,0.15,0.7783,0.216,0.0,0.784,Positive
Top Buys from TATA IPL Player Auction 2026 - IPL,Top Buys from TATA IPL Player Auction 2026 - IPL,0.5,0.5,0.2023,0.167,0.0,0.833,Positive
Top 5 best players of CSK in IPL 2026 ft. Sanju Samson - Khel Now,Top 5 best players of CSK in IPL 2026 ft. Sanju Samson - Khel Now,0.75,0.4,0.7184,0.316,0.0,0.684,Positive
"IN PICS | IPL 2026: Shoaib Akhtar, Shoaib Malik, Shahid Afridi And More — Pakistan Players Who Featured in Indian Premier League - NewsX","IN PICS | IPL 2026: Shoaib Akhtar, Shoaib Malik, Shahid Afridi And More — Pakistan Players Who Featured in Indian Premier League - NewsX",0.5,0.5,0.0,0.0,0.0,1.0,Neutral
Top 5 best players of RCB in IPL 2026 - Khel Now,Top 5 best players of RCB in IPL 2026 - Khel Now,0.75,0.4,0.7184,0.375,0.0,0.625,Positive
IPL 2026: Why Sanju Samson being at his best might not go the way CSK are planning - sportsyaari.com,IPL 2026: Why Sanju Samson being at his best might not go the way CSK are planning - sportsyaari.com,1.0,0.3,0.6369,0.189,0.0,0.811,Positive
"Glenn Maxwell to Dinesh Karthik: 7 players with most ducks in IPL history, Rohit Sharma is at... - news24online.com","Glenn Maxwell to Dinesh Karthik: 7 players with most ducks in IPL history, Rohit Sharma is at... - news24online.com",0.5,0.5,0.0,0.0,0.0,1.0,Neutral
"Who are the last Pakistan players to play in an IPL final? Not Shoaib Akhtar, Shahid Afridi - MSN","Who are the last Pakistan players to play in an IPL final? Not Shoaib Akhtar, Shahid Afridi - MSN",0.0,0.5333333333333333,0.34,0.118,0.0,0.882,Positive
Sunil Gavaskar Links Abrar Ahmed Signing to Deaths of Indians - Altitudes Magazine,Sunil Gavaskar Links Abrar Ahmed Signing to Deaths of Indians - Altitudes Magazine,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"7 oldest players in IPL 2026: MS Dhoni, Sunil Narine, Rohit Sharma…. - news24online.com","7 oldest players in IPL 2026: MS Dhoni, Sunil Narine, Rohit Sharma…. - news24online.com",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
